"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Aaron Sanchez","SFG","4","4","4.02","15","19","0","78.0","75","35","7","63","32","1.38","7.27","3.74","4.24","0.6","0.9","11490"
"Jake Arrieta","CHC","10","12","4.65","28","28","0","152.0","158","79","23","122","59","1.43","7.19","3.51","4.82","0.6","0.6","4153"
"Kendall Graveman","SEA","3","2","2.52","0","50","17","52.0","40","15","4","52","15","1.04","8.94","2.51","3.20","0.6","1.1","15514"
"A.J. Minter","ATL","3","4","3.83","0","66","1","63.0","51","27","6","74","29","1.26","10.53","4.10","3.44","0.6","0.1","18655"
"Jordan Romano","TOR","5","3","3.09","0","63","11","62.0","46","21","5","75","28","1.20","10.99","4.11","3.24","0.6","0.8","16122"
"Ross Stripling","TOR","6","8","4.61","22","30","0","122.0","125","62","21","117","37","1.33","8.66","2.74","4.49","0.6","1.1","13273"
"Lucas Sims","CIN","5","3","4.22","0","63","8","63.0","43","30","8","90","32","1.18","12.84","4.52","3.72","0.6","0.0","13470"
"Josh Sborz","TEX","5","4","3.74","0","62","2","61.0","52","25","6","73","22","1.22","10.70","3.23","3.17","0.6","0.3","18323"
"Wander Suero","WSN","2","2","3.59","0","59","1","58.0","50","23","7","63","19","1.19","9.83","2.89","3.66","0.6","0.7","15855"
"Codi Heuer","CHW","6","3","4.22","0","62","0","64.0","70","30","8","67","16","1.35","9.38","2.32","3.54","0.6","0.1","23293"
"Cesar Valdez","BAL","4","3","4.50","0","63","14","62.0","71","31","7","57","16","1.40","8.19","2.31","3.62","0.6","-0.2","9013"
"Taylor Widener","ARI","5","6","4.11","19","24","0","107.0","99","49","17","103","41","1.31","8.72","3.44","4.58","0.6","1.2","19266"
"John Curtiss","MIA","4","3","3.69","1","59","1","62.0","59","25","8","69","18","1.25","10.01","2.61","3.53","0.6","0.3","16128"
"Anthony Bender","MIA","2","2","2.98","0","45","0","46.0","38","15","4","47","16","1.18","9.24","3.18","3.37","0.6","0.6","19742"
"Andrew Kittredge","TBR","7","3","2.55","2","58","3","65.0","51","18","6","66","20","1.08","9.09","2.72","3.44","0.6","1.2","12828"
"Mark Melancon","SDP","3","2","2.58","0","67","36","68.0","57","20","5","58","25","1.19","7.67","3.23","3.51","0.6","1.2","4264"
"Randy Dobnak","MIN","6","11","4.91","15","51","1","125.0","141","68","16","86","37","1.41","6.17","2.62","4.46","0.6","0.1","23798"
"Jake McGee","SFG","3","3","3.72","0","66","25","65.0","55","27","10","79","18","1.13","10.91","2.55","3.65","0.6","0.1","7550"
"Sean Reid-Foley","NYM","1","0","2.55","0","14","0","22.0","18","6","1","31","8","1.17","12.45","3.36","2.07","0.6","0.4","17034"
"Drew Pomeranz","SDP","1","1","2.71","0","40","1","40.0","29","12","4","55","18","1.18","12.48","4.08","3.01","0.6","0.8","11426"
"Miles Mikolas","STL","2","2","4.11","7","7","0","40.0","42","18","5","29","9","1.27","6.49","1.97","4.18","0.6","0.4","9803"
"Kenley Jansen","LAD","2","4","3.09","0","63","29","64.0","40","22","7","77","31","1.12","10.93","4.38","3.59","0.6","0.6","3096"
"Nicholas Lodolo","CIN","3","3","3.92","8","8","0","43.0","41","19","6","47","15","1.28","9.67","3.16","3.89","0.6","0.6","sa917947"
"David Bednar","PIT","2","2","3.46","0","66","2","63.0","52","24","8","77","25","1.22","10.96","3.57","3.56","0.6","0.6","19569"
"Jeurys Familia","NYM","4","2","3.09","0","60","1","58.0","54","20","4","65","30","1.42","10.06","4.54","3.33","0.5","0.6","5114"
"Lucas Luetge","NYY","3","1","3.18","0","45","0","53.0","46","19","7","53","12","1.10","8.98","2.09","3.52","0.5","0.6","8337"
"Hector Neris","PHI","3","5","3.14","0","68","22","67.0","52","23","9","79","25","1.16","10.67","3.42","3.82","0.5","0.9","11804"
"Adam Cimber","MIA","2","2","3.68","0","51","0","53.0","51","22","3","39","17","1.30","6.64","2.88","3.62","0.5","0.1","15288"
"Triston McKenzie","CLE","5","8","5.11","22","28","0","115.0","91","65","20","146","72","1.42","11.46","5.63","4.79","0.5","0.6","18000"
"Rex Brothers","CHC","3","2","3.34","0","59","2","56.0","39","21","5","85","35","1.32","13.76","5.64","3.35","0.5","0.7","9794"
"Bruce Zimmermann","BAL","8","10","4.84","25","34","0","145.0","158","78","27","122","53","1.46","7.59","3.28","5.14","0.5","0.7","20370"
"Jose Alvarado","PHI","6","2","3.12","0","63","5","59.0","41","20","4","86","40","1.38","13.20","6.15","3.53","0.5","0.9","17780"
"Alex Reyes","STL","5","3","2.43","0","70","34","72.0","47","19","5","96","53","1.37","11.99","6.55","3.71","0.5","1.5","15015"
"Chris Martin","ATL","2","3","3.39","0","50","2","50.0","44","19","5","50","11","1.12","9.00","2.07","3.27","0.5","0.6","11847"
"Genesis Cabrera","STL","3","3","3.12","0","67","1","67.0","50","23","6","79","35","1.27","10.69","4.69","3.66","0.5","0.9","17490"
"Brent Suter","MIL","7","5","3.60","1","62","1","70.0","67","28","8","68","19","1.23","8.70","2.48","3.64","0.5","0.4","13942"
"Pete Fairbanks","TBR","3","2","2.96","0","56","5","55.0","42","18","5","70","27","1.25","11.32","4.40","3.29","0.5","0.8","17998"
"Ian Kennedy","TEX","2","2","3.20","0","60","28","61.0","50","21","8","71","17","1.11","10.50","2.57","3.54","0.5","0.9","6986"
"John King","TEX","7","5","3.00","0","58","1","67.0","70","22","5","58","16","1.29","7.79","2.22","3.40","0.5","0.7","22051"
"Sean Newcomb","ATL","3","1","4.18","0","46","1","44.0","39","21","5","57","21","1.35","11.61","4.30","3.53","0.5","0.1","16943"
"Erik Swanson","SEA","1","2","2.84","3","32","1","41.0","28","13","5","45","15","1.06","10.04","3.39","3.77","0.5","0.9","16587"
"Luis Patino","TBR","4","4","4.09","8","33","0","66.0","56","30","9","73","28","1.28","10.06","3.83","4.24","0.5","0.5","22815"
"Adam Ottavino","BOS","4","4","3.65","0","68","7","65.0","49","26","5","83","40","1.37","11.47","5.53","3.57","0.5","0.5","1247"
"Kohl Stewart","CHC","3","3","3.98","7","11","0","45.0","46","20","4","32","17","1.39","6.47","3.43","4.32","0.5","0.4","15502"
"Jake Diekman","OAK","4","3","3.32","0","68","16","67.0","52","25","7","88","32","1.25","11.86","4.27","3.50","0.5","0.6","5003"
"Brooks Raley","HOU","4","5","4.87","0","70","2","66.0","61","36","8","76","23","1.28","10.43","3.20","3.61","0.5","-0.7","10061"
"Yusmeiro Petit","OAK","9","2","3.98","0","72","1","74.0","72","33","9","57","17","1.21","6.92","2.04","3.88","0.5","0.3","4020"
"Dustin May","LAD","1","1","2.77","5","5","0","24.0","17","7","4","36","6","0.97","13.54","2.37","3.27","0.5","0.7","19716"
"Jordan Lyles","TEX","7","12","5.27","29","42","0","164.0","180","96","29","144","58","1.45","7.89","3.16","4.85","0.5","0.1","7593"
"Ranger Suarez","PHI","2","2","2.75","1","42","0","52.0","43","16","4","46","18","1.15","7.98","3.02","3.67","0.5","1.0","17277"
"Chris Stratton","PIT","3","2","3.67","0","62","1","69.0","64","28","8","67","23","1.27","8.74","2.98","3.75","0.5","0.4","13761"
"Michael Feliz","CIN","1","2","4.85","0","45","0","45.0","45","24","6","53","18","1.39","10.53","3.57","3.85","0.4","-0.2","11903"
"Sam Coonrod","PHI","2","4","3.66","0","62","6","63.0","56","26","9","71","22","1.23","10.12","3.14","3.90","0.4","0.6","17264"
"Raisel Iglesias","LAA","5","4","3.71","0","63","28","63.0","54","26","11","82","17","1.12","11.70","2.39","3.64","0.4","0.4","17130"
"Tucker Davidson","ATL","3","3","4.30","9","12","0","52.0","50","25","7","49","23","1.40","8.43","3.97","4.32","0.4","0.5","19871"
"Deivi Garcia","NYY","3","6","5.08","12","12","0","62.0","59","35","10","61","28","1.42","8.96","4.15","4.92","0.4","0.1","20276"
"Brett Martin","TEX","2","4","3.20","0","56","1","55.0","57","20","5","51","19","1.39","8.36","3.18","3.64","0.4","0.5","17369"
"Eric Lauer","MIL","5","6","4.29","15","22","0","86.0","86","41","17","93","28","1.32","9.65","2.88","4.59","0.4","0.5","19316"
"Drew Steckenrider","SEA","3","3","3.51","0","44","0","48.0","37","19","4","54","21","1.22","10.02","3.97","3.56","0.4","0.4","18806"
"Devin Williams","MIL","3","2","3.59","0","64","2","62.0","48","25","7","86","33","1.30","12.50","4.80","3.62","0.4","0.6","15816"
"Joely Rodriguez","TEX","3","4","4.31","0","57","2","55.0","56","26","5","59","19","1.35","9.55","3.11","3.39","0.4","0.1","11487"
"Alek Manoah","TOR","6","4","4.17","15","15","0","82.0","72","38","14","92","32","1.27","10.10","3.50","4.41","0.4","1.2","26410"
"Jose De Leon","CIN","2","3","5.64","4","28","0","47.0","45","30","8","72","27","1.51","13.72","5.05","4.16","0.4","-0.4","15463"
"Caleb Thielbar","MIN","2","2","4.06","0","57","0","58.0","57","26","8","71","20","1.33","10.98","3.05","3.71","0.4","0.4","10078"
"Mike Leake","","3","4","4.64","9","9","0","55.0","63","28","8","36","12","1.36","5.90","1.93","4.58","0.4","0.3","10130"
"Kyle Wright","ATL","4","4","4.37","12","24","0","76.0","74","37","10","72","33","1.40","8.55","3.89","4.49","0.4","0.6","19665"
"Trevor Richards","MIL","3","3","4.31","2","50","1","68.0","62","32","12","75","19","1.21","10.01","2.59","4.08","0.4","0.2","19309"
"Tim Hill","SDP","5","3","2.81","0","60","0","56.0","47","18","7","63","19","1.17","10.04","3.02","3.63","0.4","0.2","16814"
"Cole Hamels","","3","4","4.58","11","11","0","62.0","64","32","9","54","24","1.41","7.78","3.48","4.58","0.4","0.4","4972"
"James Kaprielian","OAK","5","5","4.38","15","19","0","90.0","83","44","15","85","34","1.30","8.53","3.38","4.76","0.4","0.8","18331"
"Emilio Pagan","SDP","5","2","3.25","0","65","1","63.0","49","23","10","78","22","1.12","11.10","3.15","3.86","0.4","0.8","14771"
"JT Chargois","SEA","1","2","3.27","0","41","0","41.0","33","15","4","45","15","1.14","9.77","3.21","3.63","0.4","0.5","13767"
"MacKenzie Gore","SDP","3","3","4.08","8","8","0","48.0","44","22","6","47","21","1.36","8.82","3.96","4.33","0.4","0.6","sa3005068"
"Mike Foltynewicz","TEX","6","13","4.77","30","30","0","174.0","182","92","32","139","55","1.37","7.22","2.87","5.03","0.4","1.2","10811"
"Richard Bleier","MIA","4","2","3.40","0","62","1","60.0","57","23","7","50","10","1.11","7.57","1.47","3.57","0.4","0.6","7803"
"Victor Gonzalez","LAD","4","2","3.16","0","65","3","61.0","51","21","5","62","25","1.26","9.17","3.78","3.67","0.4","0.8","16408"
"Duane Underwood Jr.","PIT","3","4","4.08","0","52","0","64.0","63","29","7","63","23","1.34","8.76","3.25","3.75","0.4","0.0","14677"
"Dean Kremer","BAL","3","10","5.63","21","21","0","99.0","105","62","22","94","43","1.50","8.54","3.91","5.49","0.4","-0.2","19350"
"Sean Doolittle","CIN","5","2","4.05","0","64","3","61.0","55","28","10","79","24","1.28","11.51","3.49","4.03","0.4","0.3","1581"
"Drew Smyly","ATL","8","9","4.90","28","28","0","147.0","143","80","30","152","54","1.34","9.31","3.32","4.92","0.4","0.3","11760"
"Julian Merryweather","TOR","1","1","3.08","0","27","8","27.0","20","9","3","34","10","1.13","11.31","3.45","3.17","0.4","0.5","16703"
"Luke Jackson","ATL","3","3","2.80","0","58","0","56.0","47","17","5","58","25","1.28","9.34","4.05","3.74","0.4","1.1","11752"
"Taylor Clarke","ARI","3","2","4.13","0","66","1","69.0","69","32","9","62","21","1.30","8.07","2.72","3.93","0.4","0.2","17611"
"Brad Hand","WSN","4","4","3.51","0","65","27","65.0","54","25","8","77","26","1.22","10.59","3.57","3.92","0.4","0.4","9111"
"Daniel Lynch","KCR","2","4","6.50","10","10","0","43.0","52","31","6","37","19","1.67","7.82","4.01","4.54","0.3","-0.5","21537"
"Riley Smith","ARI","4","6","4.94","10","42","1","94.0","110","51","12","60","30","1.49","5.79","2.84","4.52","0.3","0.0","19826"
"Nick Nelson","NYY","1","3","5.44","1","23","0","27.0","25","16","2","36","15","1.50","12.29","5.12","3.31","0.3","-0.3","20153"
"Tommy Nance","CHC","2","1","3.05","0","40","0","39.0","30","13","3","43","17","1.22","10.06","3.99","3.45","0.3","0.6","19178"
"Jordan Holloway","MIA","2","3","3.42","2","25","0","34.0","26","13","2","30","20","1.35","7.93","5.21","3.87","0.3","0.3","20631"
"Deolis Guerra","OAK","2","2","3.70","0","44","0","53.0","40","22","6","53","19","1.12","9.04","3.28","3.74","0.3","-0.1","8410"
"Chi Chi Gonzalez","COL","4","6","5.20","12","32","0","89.0","99","51","14","59","31","1.46","5.98","3.12","4.96","0.3","0.6","14663"
"David Phelps","TOR","0","0","1.14","1","12","0","11.0","9","1","0","16","4","1.17","12.82","3.51","1.88","0.3","0.4","6316"
"Nick Sandlin","CLE","2","2","3.87","0","44","0","46.0","35","20","4","51","20","1.20","10.07","3.90","3.62","0.3","0.4","20517"
"Yimi Garcia","MIA","5","6","3.41","0","66","26","65.0","55","25","9","71","21","1.17","9.85","2.93","3.78","0.3","0.4","12095"
"Rafael Montero","SEA","5","4","4.15","0","65","12","65.0","61","30","7","65","22","1.27","8.98","2.98","3.86","0.3","-0.1","12760"
"Austin Voth","WSN","5","3","3.72","3","59","0","83.0","74","34","13","84","28","1.23","9.13","3.04","4.33","0.3","0.9","15047"
"Daniel Norris","DET","2","4","4.41","2","61","1","70.0","67","34","10","71","25","1.31","9.15","3.15","4.08","0.3","0.2","13475"
"Chris Rodriguez","LAA","4","2","3.42","1","41","0","53.0","42","20","4","59","26","1.28","9.89","4.39","3.76","0.3","0.6","22310"
"Josh Taylor","BOS","1","1","4.19","0","50","0","45.0","47","21","4","50","20","1.48","9.85","4.06","3.69","0.3","0.2","17359"
"Ryan Thompson","TBR","5","4","3.11","0","61","0","61.0","51","21","6","59","21","1.19","8.73","3.14","3.71","0.3","0.6","16647"
"Steven Brault","PIT","3","4","4.50","10","10","0","52.0","51","26","6","47","26","1.47","8.11","4.43","4.57","0.3","0.4","15291"
"Lewis Thorpe","MIN","2","4","4.26","6","22","0","46.0","45","22","6","33","16","1.32","6.53","3.12","4.43","0.3","0.1","15906"
"Nate Pearson","TOR","4","5","4.79","13","13","0","67.0","65","35","10","65","33","1.46","8.81","4.46","4.73","0.3","0.5","20160"
"Stefan Crichton","ARI","2","6","4.45","0","64","18","59.0","64","29","7","51","23","1.46","7.71","3.54","4.15","0.3","-0.3","16058"
"Cody Stashak","MIN","1","1","5.11","0","45","0","46.0","43","26","7","59","20","1.39","11.50","3.98","3.99","0.3","-0.3","18088"
"Diego Castillo","TBR","4","4","3.28","0","63","16","63.0","52","23","8","77","26","1.23","10.87","3.64","3.75","0.3","0.6","17496"
"Brad Wieck","CHC","1","1","2.85","0","26","0","26.0","21","8","3","32","10","1.20","11.08","3.33","3.19","0.3","0.4","16390"
"Matt Wisler","SFG","3","4","4.47","0","58","1","57.0","51","28","9","68","18","1.20","10.67","2.88","3.75","0.3","-0.2","12804"
"Michael King","NYY","2","4","3.75","4","23","0","51.0","48","21","6","46","20","1.34","8.11","3.54","4.40","0.3","0.5","19853"
"Jean Carlos Mejia","CLE","3","2","3.61","2","27","0","39.0","34","16","4","40","14","1.23","9.09","3.22","3.73","0.3","0.5","20617"
"Phil Maton","CLE","3","2","4.76","1","55","0","55.0","50","29","7","69","24","1.34","11.21","3.89","3.84","0.3","-0.1","18064"
"Chad Kuhl","PIT","5","8","4.90","21","21","0","105.0","99","57","16","104","56","1.49","8.94","4.85","4.90","0.3","0.1","14975"
"Joakim Soria","ARI","2","3","3.74","0","53","6","52.0","51","22","6","53","19","1.34","9.13","3.30","3.77","0.3","0.3","6941"
"Carlos Estevez","COL","2","2","4.21","0","56","4","55.0","52","26","8","61","19","1.29","9.91","3.12","4.04","0.3","0.4","14542"
"Miguel Yajure","PIT","2","4","4.21","7","18","0","50.0","46","24","7","43","18","1.28","7.76","3.26","4.41","0.3","0.4","21111"
"Keegan Thompson","CHC","5","3","3.09","3","37","0","54.0","49","18","6","53","23","1.34","8.91","3.93","4.02","0.3","0.9","19795"
"Garrett Whitlock","BOS","2","3","3.05","0","50","1","62.0","57","21","7","61","20","1.26","8.93","2.94","3.73","0.3","1.1","20191"
"Josh Staumont","KCR","2","3","3.54","0","55","19","56.0","42","22","5","66","32","1.32","10.49","5.16","3.87","0.3","0.6","18335"
"Nabil Crismatt","SDP","2","2","3.21","0","37","0","48.0","44","17","5","49","17","1.29","9.24","3.27","3.81","0.3","0.3","17732"
"Jackson Kowar","KCR","3","4","4.63","9","9","0","50.0","50","26","7","42","20","1.41","7.67","3.59","4.58","0.3","0.3","sa3008273"
"Steve Cishek","LAA","2","2","3.92","0","65","0","64.0","59","28","6","64","31","1.40","8.96","4.37","3.93","0.3","-0.1","6483"
"Hyeon-jong Yang","TEX","4","9","4.70","17","40","0","116.0","116","61","19","97","45","1.39","7.51","3.49","4.82","0.3","0.4","27513"
"Drew Rasmussen","TBR","1","2","3.72","0","44","1","46.0","36","19","5","62","26","1.34","12.05","5.08","3.67","0.3","0.1","25385"
"Homer Bailey","","2","3","4.69","7","7","0","41.0","43","21","6","33","14","1.39","7.26","3.09","4.68","0.3","0.2","8362"
"David Robertson","","1","1","3.44","0","25","0","25.0","20","10","3","32","10","1.23","11.33","3.72","3.39","0.3","0.3","8241"
"J.B. Wendelken","OAK","2","2","4.01","0","46","0","43.0","42","19","5","46","17","1.39","9.56","3.64","3.76","0.3","0.1","14506"
"Ryan Helsley","STL","5","5","4.91","0","63","2","61.0","56","33","6","66","34","1.48","9.82","5.04","3.94","0.3","-0.4","18138"
"Jose Ruiz","CHW","2","3","3.84","0","55","0","57.0","49","24","7","59","22","1.24","9.29","3.51","3.96","0.3","0.2","14552"
"Miguel Diaz","SDP","4","3","3.32","3","37","1","57.0","45","21","7","60","27","1.27","9.60","4.26","4.10","0.3","0.7","18815"
"Robert Stephenson","COL","2","3","4.52","0","59","1","57.0","57","28","9","69","23","1.41","10.94","3.59","4.07","0.3","0.1","13594"
"Dominic Leone","SFG","1","1","3.38","0","29","2","29.0","24","11","3","36","12","1.24","11.31","3.66","3.28","0.3","0.3","13763"
"Derek Holland","DET","3","3","5.43","1","48","0","50.0","50","30","7","57","21","1.44","10.38","3.88","4.10","0.3","-0.4","4141"
"Phillips Valdez","BOS","3","2","4.28","0","47","0","49.0","44","23","3","45","20","1.31","8.20","3.76","3.74","0.2","0.1","15605"
"A.J. Puk","OAK","3","3","3.62","4","32","0","54.0","45","22","6","59","26","1.31","9.86","4.26","4.01","0.2","0.5","19343"
"Jeffrey Springs","TBR","6","3","3.46","0","55","3","58.0","47","22","9","72","19","1.13","11.18","2.93","3.73","0.2","0.3","17677"
"Michael Lorenzen","CIN","2","2","4.19","3","29","0","44.0","42","20","6","45","19","1.38","9.13","3.82","4.16","0.2","0.2","14843"
"Paul Sewald","SEA","3","2","4.10","0","19","0","21.0","19","10","2","28","11","1.39","11.86","4.50","3.27","0.2","0.1","13892"
"Dillon Maples","CHC","2","1","2.63","0","42","0","47.0","28","14","4","67","31","1.25","12.75","5.98","3.78","0.2","0.8","14672"
"Kyle Finnegan","WSN","4","2","3.89","0","67","0","66.0","61","29","8","73","33","1.44","10.00","4.56","4.04","0.2","0.5","15009"
"Anthony Misiewicz","SEA","4","5","4.20","0","66","1","62.0","62","29","9","63","20","1.32","9.16","2.95","3.99","0.2","0.1","18152"
"Josh James","HOU","1","1","3.45","0","21","0","21.0","16","8","2","28","10","1.23","12.09","4.34","3.56","0.2","0.2","16794"
"Ryan Borucki","TOR","4","2","3.81","0","30","0","31.0","22","13","3","33","12","1.11","9.79","3.53","3.46","0.2","0.2","16350"
